<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GBPUSD,60,20190415,190000,1.3115000,1.3117000,1.3097000,1.3104000,43927
GBPUSD,60,20190415,200000,1.3104000,1.3109000,1.3099000,1.3108000,27032
GBPUSD,60,20190415,210000,1.3107000,1.3109000,1.3094000,1.3097000,21704
GBPUSD,60,20190415,220000,1.3097000,1.3102000,1.3090000,1.3096000,19673
GBPUSD,60,20190415,230000,1.3096000,1.3100000,1.3085000,1.3098000,26680
GBPUSD,60,20190416,000000,1.3098000,1.3100000,1.3090000,1.3094000,33693
GBPUSD,60,20190416,010000,1.3098000,1.3099000,1.3087000,1.3097000,25086
GBPUSD,60,20190416,020000,1.3097000,1.3101000,1.3094000,1.3097000,21681
GBPUSD,60,20190416,030000,1.3097000,1.3101000,1.3096000,1.3098000,19393
GBPUSD,60,20190416,040000,1.3099000,1.3101000,1.3094000,1.3099000,26778
GBPUSD,60,20190416,050000,1.3099000,1.3100000,1.3077000,1.3080000,33058
GBPUSD,60,20190416,060000,1.3080000,1.3090000,1.3078000,1.3087000,28869
GBPUSD,60,20190416,070000,1.3087000,1.3094000,1.3083000,1.3090000,27269
GBPUSD,60,20190416,080000,1.3090000,1.3091000,1.3086000,1.3089000,17623
GBPUSD,60,20190416,090000,1.3089000,1.3094000,1.3086000,1.3092000,24312
GBPUSD,60,20190416,100000,1.3092000,1.3099000,1.3086000,1.3093000,58407
GBPUSD,60,20190416,110000,1.3093000,1.3096000,1.3072000,1.3080000,89932
GBPUSD,60,20190416,120000,1.3080000,1.3095000,1.3076000,1.3088000,65528
GBPUSD,60,20190416,130000,1.3089000,1.3091000,1.3073000,1.3081000,83840
GBPUSD,60,20190416,140000,1.3082000,1.3088000,1.3074000,1.3087000,77730
GBPUSD,60,20190416,150000,1.3087000,1.3094000,1.3081000,1.3093000,71198
GBPUSD,60,20190416,160000,1.3093000,1.3095000,1.3047000,1.3063000,112445
GBPUSD,60,20190416,170000,1.3062000,1.3074000,1.3053000,1.3069000,111618
GBPUSD,60,20190416,180000,1.3069000,1.3073000,1.3048000,1.3054000,111633
GBPUSD,60,20190416,190000,1.3054000,1.3059000,1.3042000,1.3048000,96148
GBPUSD,60,20190416,200000,1.3048000,1.3059000,1.3041000,1.3051000,65182
GBPUSD,60,20190416,210000,1.3051000,1.3059000,1.3047000,1.3058000,41344
GBPUSD,60,20190416,220000,1.3059000,1.3061000,1.3049000,1.3051000,35497
GBPUSD,60,20190416,230000,1.3051000,1.3056000,1.3043000,1.3048000,36535
GBPUSD,60,20190417,000000,1.3047000,1.3053000,1.3043000,1.3047000,21600
GBPUSD,60,20190417,010000,1.3045000,1.3056000,1.3042000,1.3045000,32515
GBPUSD,60,20190417,020000,1.3045000,1.3054000,1.3037000,1.3041000,21398
GBPUSD,60,20190417,030000,1.3041000,1.3046000,1.3039000,1.3043000,22979
GBPUSD,60,20190417,040000,1.3044000,1.3045000,1.3031000,1.3043000,29553
GBPUSD,60,20190417,050000,1.3043000,1.3051000,1.3037000,1.3048000,25623
GBPUSD,60,20190417,060000,1.3048000,1.3055000,1.3044000,1.3053000,37779
GBPUSD,60,20190417,070000,1.3053000,1.3058000,1.3050000,1.3058000,23612
GBPUSD,60,20190417,080000,1.3058000,1.3061000,1.3054000,1.3059000,24510
GBPUSD,60,20190417,090000,1.3059000,1.3067000,1.3057000,1.3066000,26488
GBPUSD,60,20190417,100000,1.3066000,1.3067000,1.3047000,1.3051000,56181
GBPUSD,60,20190417,110000,1.3051000,1.3063000,1.3044000,1.3045000,80174
GBPUSD,60,20190417,120000,1.3045000,1.3061000,1.3037000,1.3041000,88384
GBPUSD,60,20190417,130000,1.3042000,1.3047000,1.3031000,1.3040000,82213
GBPUSD,60,20190417,140000,1.3040000,1.3052000,1.3038000,1.3045000,80700
GBPUSD,60,20190417,150000,1.3046000,1.3060000,1.3043000,1.3058000,87545
GBPUSD,60,20190417,160000,1.3058000,1.3059000,1.3038000,1.3040000,72542
GBPUSD,60,20190417,170000,1.3040000,1.3050000,1.3027000,1.3044000,97647
GBPUSD,60,20190417,180000,1.3044000,1.3052000,1.3027000,1.3047000,104692
GBPUSD,60,20190417,190000,1.3048000,1.3055000,1.3028000,1.3032000,85483
GBPUSD,60,20190417,200000,1.3034000,1.3041000,1.3028000,1.3036000,57965
GBPUSD,60,20190417,210000,1.3037000,1.3045000,1.3032000,1.3037000,40472
GBPUSD,60,20190417,220000,1.3037000,1.3041000,1.3030000,1.3039000,34611
